RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30
61022,23,19130,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,372892.0,373793.0,374791.0,375756.0,376754.0,377720.0,378717.0,379715.0,380681.0,381678.0,382644.0,383642.0,384640.0,385573.0,386571.0,387536.0,388534.0,389500.0,390497.0,391495.0,392461.0,393459.0,394424.0,395422.0,396420.0,397321.0,398319.0,399284.0,400282.0,401248.0,402245.0,403243.0,404209.0,405207.0,406172.0,407170.0,408168.0,409069.0,410067.0,411032.0,412030.0,412996.0,413993.0,414991.0,415957.0,416955.0,417920.0,418918.0,419916.0,420817.0,421815.0,422780.0,423778.0,424744.0,425741.0,426739.0,427705.0,428703.0,429668.0,430666.0,431664.0,432597.0,433595.0,434990.0,436433.0,437828.0,439270.0,440712.0,442108.0,443550.0,444945.0,446387.0,447830.0,449132.0,450574.0,451970.0,453412.0,454807.0,456249.0,457691.0,459087.0,460529.0,461925.0,463367.0,464809.0,466111.0,467553.0,468694.0,469873.0,471015.0,472194.0,473373.0,474514.0,475693.0,476834.0,478013.0,479192.0,480257.0,481436.0,482577.0,483756.0,484897.0
61023,24,19131,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,144029.0,144377.0,144762.0,145135.0,145521.0,145894.0,146279.0,146664.0,147037.0,147423.0,147796.0,148181.0,148566.0,148927.0,149312.0,149685.0,150071.0,150444.0,150829.0,151214.0,151587.0,151973.0,152346.0,152731.0,153117.0,153465.0,153850.0,154223.0,154608.0,154981.0,155367.0,155752.0,156125.0,156510.0,156883.0,157269.0,157654.0,158002.0,158388.0,158761.0,159146.0,159519.0,159904.0,160290.0,160663.0,161048.0,161421.0,161806.0,162192.0,162540.0,162925.0,163298.0,163684.0,164057.0,164442.0,164827.0,165200.0,165586.0,165959.0,166344.0,166729.0,167090.0,167475.0,169203.0,170988.0,172715.0,174500.0,176286.0,178013.0,179798.0,181526.0,183311.0,185096.0,186708.0,188493.0,190221.0,192006.0,193733.0,195518.0,197303.0,199031.0,200816.0,202543.0,204329.0,206114.0,207726.0,209511.0,209952.0,210407.0,210848.0,211303.0,211759.0,212199.0,212655.0,213096.0,213551.0,214006.0,214418.0,214873.0,215314.0,215769.0,216210.0
61024,25,19132,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,140081.0,140420.0,140794.0,141157.0,141532.0,141895.0,142270.0,142644.0,143007.0,143382.0,143745.0,144120.0,144494.0,144845.0,145220.0,145583.0,145957.0,146320.0,146695.0,147070.0,147432.0,147807.0,148170.0,148545.0,148920.0,149258.0,149633.0,149996.0,150371.0,150733.0,151108.0,151483.0,151846.0,152221.0,152583.0,152958.0,153333.0,153672.0,154046.0,154409.0,154784.0,155147.0,155521.0,155896.0,156259.0,156634.0,156997.0,157371.0,157746.0,158085.0,158460.0,158822.0,159197.0,159560.0,159935.0,160310.0,160672.0,161047.0,161410.0,161785.0,162159.0,162510.0,162885.0,164518.0,166206.0,167839.0,169527.0,171215.0,172848.0,174535.0,176169.0,177856.0,179544.0,181068.0,182756.0,184389.0,186077.0,187710.0,189398.0,191086.0,192719.0,194407.0,196040.0,197728.0,199415.0,200940.0,202627.0,203056.0,203499.0,203928.0,204371.0,204813.0,205242.0,205685.0,206114.0,206557.0,207000.0,207400.0,207843.0,208271.0,208714.0,209143.0
61025,26,19133,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,178439.0,178870.0,179348.0,179810.0,180287.0,180749.0,181227.0,181704.0,182166.0,182644.0,183106.0,183583.0,184061.0,184507.0,184985.0,185447.0,185924.0,186387.0,186864.0,187341.0,187804.0,188281.0,188743.0,189221.0,189698.0,190129.0,190607.0,191069.0,191546.0,192008.0,192486.0,192963.0,193425.0,193903.0,194365.0,194842.0,195320.0,195751.0,196228.0,196690.0,197168.0,197630.0,198107.0,198585.0,199047.0,199524.0,199987.0,200464.0,200941.0,201373.0,201850.0,202312.0,202790.0,203252.0,203729.0,204207.0,204669.0,205146.0,205608.0,206086.0,206563.0,207010.0,207487.0,209545.0,211672.0,213730.0,215856.0,217983.0,220041.0,222167.0,224225.0,226352.0,228478.0,230399.0,232525.0,234583.0,236710.0,238768.0,240894.0,243021.0,245079.0,247205.0,249263.0,251390.0,253516.0,255437.0,257563.0,258109.0,258674.0,259220.0,259784.0,260348.0,260894.0,261458.0,262004.0,262569.0,263133.0,263642.0,264207.0,264753.0,265317.0,265863.0
61026,27,19134,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,163101.0,163495.0,163931.0,164354.0,164790.0,165212.0,165649.0,166085.0,166508.0,166944.0,167366.0,167803.0,168239.0,168647.0,169084.0,169506.0,169943.0,170365.0,170801.0,171238.0,171660.0,172097.0,172519.0,172955.0,173392.0,173786.0,174222.0,174645.0,175081.0,175503.0,175940.0,176376.0,176799.0,177235.0,177657.0,178094.0,178530.0,178924.0,179361.0,179783.0,180220.0,180642.0,181078.0,181515.0,181937.0,182374.0,182796.0,183232.0,183669.0,184063.0,184499.0,184922.0,185358.0,185780.0,186217.0,186653.0,187076.0,187512.0,187934.0,188371.0,188807.0,189215.0,189652.0,191606.0,193625.0,195578.0,197597.0,199616.0,201570.0,203589.0,205543.0,207562.0,209581.0,211404.0,213423.0,215377.0,217396.0,219350.0,221368.0,223387.0,225341.0,227360.0,229314.0,231333.0,233352.0,235175.0,237194.0,237693.0,238209.0,238708.0,239224.0,239740.0,240239.0,240754.0,241253.0,241769.0,242285.0,242751.0,243266.0,243765.0,244281.0,244780.0
61027,28,19135,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,148748.0,149107.0,149505.0,149890.0,150288.0,150674.0,151072.0,151470.0,151855.0,152253.0,152638.0,153036.0,153434.0,153806.0,154204.0,154590.0,154988.0,155373.0,155771.0,156169.0,156554.0,156952.0,157337.0,157735.0,158133.0,158493.0,158891.0,159276.0,159674.0,160059.0,160457.0,160855.0,161240.0,161638.0,162023.0,162422.0,162820.0,163179.0,163577.0,163962.0,164360.0,164745.0,165143.0,165541.0,165927.0,166325.0,166710.0,167108.0,167506.0,167865.0,168263.0,168649.0,169047.0,169432.0,169830.0,170228.0,170613.0,171011.0,171396.0,171794.0,172192.0,172564.0,172963.0,174645.0,176384.0,178066.0,179805.0,181544.0,183227.0,184965.0,186648.0,188387.0,190125.0,191696.0,193434.0,195117.0,196856.0,198538.0,200277.0,202016.0,203698.0,205437.0,207120.0,208859.0,210597.0,212168.0,213906.0,214362.0,214832.0,215287.0,215757.0,216228.0,216683.0,217153.0,217608.0,218079.0,218549.0,218974.0,219444.0,219899.0,220370.0,220825.0
61028,29,19136,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,178070.0,178501.0,178977.0,179438.0,179915.0,180376.0,180852.0,181329.0,181790.0,182266.0,182727.0,183204.0,183680.0,184126.0,184603.0,185064.0,185540.0,186001.0,186478.0,186954.0,187415.0,187892.0,188353.0,188829.0,189306.0,189736.0,190213.0,190674.0,191150.0,191611.0,192088.0,192564.0,193025.0,193502.0,193963.0,194440.0,194916.0,195346.0,195823.0,196284.0,196760.0,197222.0,197698.0,198174.0,198636.0,199112.0,199573.0,200050.0,200526.0,200956.0,201433.0,201894.0,202371.0,202832.0,203308.0,203785.0,204246.0,204722.0,205183.0,205660.0,206136.0,206582.0,207058.0,209531.0,212087.0,214560.0,217115.0,219670.0,222143.0,224698.0,227171.0,229727.0,232282.0,234590.0,237145.0,239618.0,242174.0,244647.0,247202.0,249757.0,252230.0,254785.0,257258.0,259814.0,262369.0,264677.0,267232.0,267777.0,268340.0,268885.0,269448.0,270011.0,270556.0,271119.0,271664.0,272227.0,272790.0,273299.0,273862.0,274407.0,274970.0,275515.0
61029,30,19137,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,173336.0,173755.0,174219.0,174668.0,175132.0,175581.0,176044.0,176508.0,176957.0,177421.0,177870.0,178333.0,178797.0,179231.0,179695.0,180144.0,180608.0,181057.0,181520.0,181984.0,182433.0,182897.0,183346.0,183809.0,184273.0,184692.0,185156.0,185605.0,186069.0,186517.0,186981.0,187445.0,187894.0,188358.0,188807.0,189270.0,189734.0,190153.0,190617.0,191066.0,191530.0,191978.0,192442.0,192906.0,193355.0,193819.0,194268.0,194731.0,195195.0,195614.0,196078.0,196527.0,196991.0,197439.0,197903.0,198367.0,198816.0,199280.0,199729.0,200192.0,200656.0,201090.0,201554.0,203544.0,205601.0,207591.0,209648.0,211705.0,213695.0,215752.0,217742.0,219799.0,221855.0,223713.0,225770.0,227760.0,229817.0,231807.0,233864.0,235921.0,237911.0,239968.0,241958.0,244015.0,246071.0,247929.0,249986.0,250516.0,251064.0,251595.0,252143.0,252691.0,253221.0,253769.0,254300.0,254848.0,255396.0,255891.0,256439.0,256969.0,257517.0,258048.0
61030,31,19138,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,173697.0,174117.0,174582.0,175032.0,175497.0,175946.0,176411.0,176876.0,177326.0,177790.0,178240.0,178705.0,179170.0,179605.0,180069.0,180519.0,180984.0,181434.0,181898.0,182363.0,182813.0,183278.0,183728.0,184192.0,184657.0,185077.0,185542.0,185992.0,186456.0,186906.0,187371.0,187836.0,188285.0,188750.0,189200.0,189665.0,190130.0,190549.0,191014.0,191464.0,191929.0,192378.0,192843.0,193308.0,193758.0,194223.0,194672.0,195137.0,195602.0,196022.0,196486.0,196936.0,197401.0,197851.0,198316.0,198780.0,199230.0,199695.0,200145.0,200609.0,201074.0,201509.0,201974.0,204016.0,206127.0,208170.0,210280.0,212391.0,214434.0,216544.0,218587.0,220698.0,222809.0,224715.0,226826.0,228868.0,230979.0,233022.0,235132.0,237243.0,239286.0,241396.0,243439.0,245550.0,247660.0,249567.0,251678.0,252209.0,252758.0,253290.0,253839.0,254388.0,254920.0,255469.0,256000.0,256550.0,257099.0,257595.0,258144.0,258676.0,259225.0,259756.0
61031,32,19139,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,147314.0,147670.0,148064.0,148446.0,148840.0,149221.0,149616.0,150010.0,150391.0,150785.0,151167.0,151561.0,151955.0,152324.0,152718.0,153100.0,153494.0,153875.0,154269.0,154664.0,155045.0,155439.0,155821.0,156215.0,156609.0,156965.0,157359.0,157741.0,158135.0,158516.0,158911.0,159305.0,159686.0,160080.0,160462.0,160856.0,161250.0,161606.0,162000.0,162382.0,162776.0,163158.0,163552.0,163946.0,164327.0,164722.0,165103.0,165497.0,165891.0,166247.0,166642.0,167023.0,167417.0,167799.0,168193.0,168587.0,168969.0,169363.0,169744.0,170138.0,170533.0,170901.0,171295.0,173013.0,174789.0,176506.0,178282.0,180057.0,181775.0,183550.0,185268.0,187043.0,188818.0,190421.0,192196.0,193914.0,195689.0,197407.0,199182.0,200958.0,202675.0,204451.0,206168.0,207944.0,209719.0,211322.0,213097.0,213548.0,214014.0,214465.0,214930.0,215396.0,215847.0,216313.0,216764.0,217229.0,217695.0,218116.0,218582.0,219032.0,219498.0,219949.0
61032,33,19140,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,186430.0,186881.0,187380.0,187863.0,188361.0,188844.0,189343.0,189842.0,190325.0,190823.0,191306.0,191805.0,192304.0,192771.0,193269.0,193752.0,194251.0,194734.0,195233.0,195731.0,196214.0,196713.0,197196.0,197695.0,198194.0,198644.0,199143.0,199626.0,200125.0,200607.0,201106.0,201605.0,202088.0,202587.0,203069.0,203568.0,204067.0,204518.0,205016.0,205499.0,205998.0,206481.0,206980.0,207479.0,207961.0,208460.0,208943.0,209442.0,209941.0,210391.0,210890.0,211373.0,211872.0,212354.0,212853.0,213352.0,213835.0,214334.0,214816.0,215315.0,215814.0,216281.0,216780.0,219045.0,221385.0,223650.0,225990.0,228331.0,230596.0,232936.0,235201.0,237542.0,239882.0,241996.0,244337.0,246602.0,248942.0,251207.0,253548.0,255888.0,258153.0,260493.0,262758.0,265099.0,267439.0,269553.0,271894.0,272464.0,273054.0,273624.0,274214.0,274803.0,275374.0,275963.0,276534.0,277123.0,277713.0,278245.0,278835.0,279405.0,279995.0,280565.0
61033,34,19141,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,183890.0,184334.0,184826.0,185303.0,185795.0,186271.0,186763.0,187255.0,187731.0,188223.0,188699.0,189191.0,189683.0,190144.0,190636.0,191112.0,191604.0,192080.0,192572.0,193064.0,193540.0,194032.0,194509.0,195001.0,195493.0,195937.0,196429.0,196905.0,197397.0,197874.0,198366.0,198858.0,199334.0,199826.0,200302.0,200794.0,201286.0,201731.0,202223.0,202699.0,203191.0,203667.0,204159.0,204651.0,205127.0,205619.0,206096.0,206588.0,207080.0,207524.0,208016.0,208492.0,208984.0,209460.0,209953.0,210445.0,210921.0,211413.0,211889.0,212381.0,212873.0,213333.0,213825.0,215888.0,218019.0,220082.0,222213.0,224344.0,226407.0,228538.0,230600.0,232732.0,234863.0,236788.0,238919.0,240981.0,243113.0,245175.0,247306.0,249438.0,251500.0,253631.0,255694.0,257825.0,259956.0,261881.0,264013.0,264575.0,265157.0,265719.0,266301.0,266882.0,267445.0,268026.0,268589.0,269171.0,269752.0,270277.0,270859.0,271421.0,272003.0,272566.0
61034,35,19142,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,176148.0,176574.0,177045.0,177502.0,177973.0,178429.0,178900.0,179372.0,179828.0,180299.0,180755.0,181227.0,181698.0,182139.0,182610.0,183066.0,183538.0,183994.0,184465.0,184936.0,185393.0,185864.0,186320.0,186791.0,187263.0,187688.0,188160.0,188616.0,189087.0,189543.0,190015.0,190486.0,190942.0,191413.0,191870.0,192341.0,192812.0,193238.0,193709.0,194165.0,194637.0,195093.0,195564.0,196036.0,196492.0,196963.0,197419.0,197890.0,198362.0,198788.0,199259.0,199715.0,200186.0,200642.0,201114.0,201585.0,202041.0,202513.0,202969.0,203440.0,203911.0,204352.0,204824.0,207388.0,210038.0,212603.0,215253.0,217903.0,220468.0,223118.0,225682.0,228332.0,230983.0,233376.0,236026.0,238591.0,241241.0,243805.0,246456.0,249106.0,251670.0,254320.0,256885.0,259535.0,262185.0,264579.0,267229.0,267768.0,268325.0,268864.0,269421.0,269978.0,270517.0,271074.0,271613.0,272170.0,272727.0,273230.0,273787.0,274326.0,274883.0,275422.0
61035,36,19143,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,160405.0,160793.0,161222.0,161637.0,162067.0,162482.0,162911.0,163340.0,163756.0,164185.0,164600.0,165029.0,165459.0,165860.0,166289.0,166705.0,167134.0,167549.0,167979.0,168408.0,168823.0,169252.0,169668.0,170097.0,170526.0,170914.0,171343.0,171758.0,172188.0,172603.0,173032.0,173461.0,173877.0,174306.0,174721.0,175150.0,175580.0,175967.0,176397.0,176812.0,177241.0,177657.0,178086.0,178515.0,178930.0,179359.0,179775.0,180204.0,180633.0,181021.0,181450.0,181866.0,182295.0,182710.0,183139.0,183569.0,183984.0,184413.0,184828.0,185258.0,185687.0,186088.0,186518.0,188447.0,190440.0,192370.0,194363.0,196357.0,198286.0,200279.0,202208.0,204202.0,206196.0,207996.0,209990.0,211919.0,213912.0,215842.0,217835.0,219829.0,221758.0,223751.0,225681.0,227674.0,229668.0,231468.0,233462.0,233953.0,234460.0,234951.0,235458.0,235965.0,236456.0,236963.0,237454.0,237961.0,238468.0,238926.0,239434.0,239924.0,240432.0,240922.0
61036,37,19144,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,155268.0,155643.0,156059.0,156461.0,156876.0,157278.0,157694.0,158109.0,158511.0,158927.0,159329.0,159744.0,160160.0,160548.0,160964.0,161366.0,161781.0,162183.0,162599.0,163014.0,163416.0,163832.0,164234.0,164649.0,165065.0,165440.0,165855.0,166257.0,166673.0,167075.0,167490.0,167906.0,168308.0,168723.0,169125.0,169541.0,169956.0,170332.0,170747.0,171149.0,171565.0,171967.0,172382.0,172798.0,173200.0,173615.0,174017.0,174433.0,174848.0,175223.0,175639.0,176041.0,176456.0,176858.0,177274.0,177689.0,178091.0,178507.0,178909.0,179324.0,179740.0,180129.0,180544.0,182401.0,184321.0,186178.0,188098.0,190017.0,191874.0,193794.0,195651.0,197570.0,199490.0,201223.0,203143.0,205000.0,206919.0,208777.0,210696.0,212615.0,214473.0,216392.0,218250.0,220169.0,222088.0,223822.0,225741.0,226216.0,226707.0,227182.0,227673.0,228164.0,228639.0,229130.0,229606.0,230096.0,230587.0,231031.0,231522.0,231997.0,232488.0,232963.0
61037,38,19145,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,139905.0,140243.0,140617.0,140979.0,141354.0,141716.0,142090.0,142465.0,142827.0,143201.0,143564.0,143938.0,144312.0,144663.0,145037.0,145399.0,145774.0,146136.0,146510.0,146885.0,147247.0,147621.0,147983.0,148358.0,148732.0,149070.0,149445.0,149807.0,150181.0,150544.0,150918.0,151292.0,151655.0,152029.0,152391.0,152766.0,153140.0,153478.0,153852.0,154215.0,154589.0,154951.0,155326.0,155700.0,156062.0,156437.0,156799.0,157173.0,157548.0,157886.0,158260.0,158622.0,158997.0,159359.0,159733.0,160108.0,160470.0,160844.0,161207.0,161581.0,161955.0,162305.0,162680.0,164607.0,166598.0,168524.0,170515.0,172506.0,174433.0,176424.0,178351.0,180341.0,182332.0,184131.0,186122.0,188048.0,190039.0,191966.0,193957.0,195948.0,197875.0,199866.0,201792.0,203783.0,205774.0,207573.0,209563.0,209992.0,210434.0,210862.0,211304.0,211747.0,212175.0,212617.0,213045.0,213488.0,213930.0,214330.0,214772.0,215200.0,215643.0,216071.0
61038,39,19146,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,332349.0,333152.0,334042.0,334902.0,335792.0,336652.0,337542.0,338431.0,339291.0,340181.0,341041.0,341931.0,342820.0,343652.0,344541.0,345402.0,346291.0,347152.0,348041.0,348930.0,349791.0,350680.0,351541.0,352430.0,353319.0,354123.0,355012.0,355872.0,356762.0,357622.0,358512.0,359401.0,360262.0,361151.0,362011.0,362901.0,363790.0,364593.0,365483.0,366343.0,367232.0,368093.0,368982.0,369872.0,370732.0,371622.0,372482.0,373371.0,374261.0,375064.0,375953.0,376814.0,377703.0,378564.0,379453.0,380342.0,381203.0,382092.0,382953.0,383842.0,384731.0,385563.0,386453.0,387897.0,389390.0,390835.0,392328.0,393820.0,395265.0,396758.0,398203.0,399695.0,401188.0,402537.0,404030.0,405474.0,406967.0,408412.0,409905.0,411397.0,412842.0,414335.0,415780.0,417272.0,418765.0,420114.0,421606.0,422623.0,423674.0,424691.0,425742.0,426793.0,427810.0,428861.0,429878.0,430929.0,431980.0,432929.0,433980.0,434997.0,436048.0,437065.0
61039,40,19147,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,324441.0,325225.0,326094.0,326934.0,327802.0,328642.0,329510.0,330378.0,331218.0,332087.0,332927.0,333795.0,334663.0,335475.0,336343.0,337183.0,338051.0,338892.0,339760.0,340628.0,341468.0,342336.0,343176.0,344044.0,344912.0,345697.0,346565.0,347405.0,348273.0,349113.0,349981.0,350849.0,351690.0,352558.0,353398.0,354266.0,355134.0,355918.0,356786.0,357626.0,358495.0,359335.0,360203.0,361071.0,361911.0,362779.0,363619.0,364487.0,365356.0,366140.0,367008.0,367848.0,368716.0,369556.0,370424.0,371292.0,372133.0,373001.0,373841.0,374709.0,375577.0,376389.0,377257.0,378370.0,379520.0,380632.0,381782.0,382932.0,384044.0,385194.0,386306.0,387456.0,388606.0,389644.0,390794.0,391906.0,393056.0,394169.0,395318.0,396468.0,397581.0,398730.0,399843.0,400993.0,402142.0,403181.0,404330.0,405323.0,406349.0,407342.0,408368.0,409394.0,410386.0,411412.0,412405.0,413431.0,414457.0,415383.0,416409.0,417402.0,418428.0,419421.0
61040,41,19148,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,161366.0,161756.0,162188.0,162606.0,163038.0,163455.0,163887.0,164319.0,164737.0,165169.0,165586.0,166018.0,166450.0,166854.0,167286.0,167704.0,168135.0,168553.0,168985.0,169417.0,169835.0,170266.0,170684.0,171116.0,171548.0,171938.0,172370.0,172787.0,173219.0,173637.0,174069.0,174501.0,174918.0,175350.0,175768.0,176200.0,176632.0,177022.0,177453.0,177871.0,178303.0,178721.0,179153.0,179584.0,180002.0,180434.0,180852.0,181284.0,181715.0,182105.0,182537.0,182955.0,183387.0,183805.0,184237.0,184668.0,185086.0,185518.0,185936.0,186368.0,186799.0,187203.0,187635.0,189524.0,191476.0,193366.0,195318.0,197270.0,199159.0,201111.0,203000.0,204953.0,206905.0,208668.0,210620.0,212509.0,214461.0,216351.0,218303.0,220255.0,222144.0,224096.0,225985.0,227938.0,229890.0,231653.0,233605.0,234099.0,234609.0,235103.0,235613.0,236123.0,236617.0,237127.0,237621.0,238131.0,238642.0,239103.0,239613.0,240107.0,240617.0,241111.0
61041,42,19149,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,148614.0,148973.0,149371.0,149756.0,150154.0,150538.0,150936.0,151334.0,151718.0,152116.0,152501.0,152899.0,153296.0,153668.0,154066.0,154451.0,154848.0,155233.0,155631.0,156029.0,156413.0,156811.0,157196.0,157594.0,157991.0,158350.0,158748.0,159133.0,159531.0,159915.0,160313.0,160711.0,161096.0,161493.0,161878.0,162276.0,162673.0,163033.0,163430.0,163815.0,164213.0,164597.0,164995.0,165393.0,165778.0,166175.0,166560.0,166958.0,167355.0,167715.0,168112.0,168497.0,168895.0,169280.0,169677.0,170075.0,170460.0,170857.0,171242.0,171640.0,172038.0,172410.0,172807.0,174955.0,177174.0,179322.0,181542.0,183761.0,185909.0,188128.0,190276.0,192496.0,194715.0,196720.0,198939.0,201087.0,203307.0,205454.0,207674.0,209893.0,212041.0,214260.0,216408.0,218628.0,220847.0,222852.0,225071.0,225526.0,225996.0,226451.0,226921.0,227391.0,227845.0,228315.0,228770.0,229240.0,229710.0,230134.0,230604.0,231059.0,231529.0,231984.0
61042,43,19150,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,161926.0,162318.0,162751.0,163170.0,163604.0,164023.0,164456.0,164889.0,165309.0,165742.0,166161.0,166595.0,167028.0,167433.0,167866.0,168286.0,168719.0,169138.0,169572.0,170005.0,170424.0,170858.0,171277.0,171710.0,172143.0,172535.0,172968.0,173387.0,173821.0,174240.0,174673.0,175106.0,175526.0,175959.0,176378.0,176812.0,177245.0,177636.0,178069.0,178489.0,178922.0,179341.0,179775.0,180208.0,180627.0,181061.0,181480.0,181913.0,182346.0,182738.0,183171.0,183590.0,184024.0,184443.0,184876.0,185309.0,185729.0,186162.0,186581.0,187015.0,187448.0,187853.0,188286.0,190140.0,192055.0,193908.0,195823.0,197738.0,199591.0,201506.0,203359.0,205274.0,207189.0,208918.0,210833.0,212686.0,214601.0,216455.0,218369.0,220284.0,222138.0,224053.0,225906.0,227821.0,229736.0,231465.0,233380.0,233876.0,234388.0,234883.0,235395.0,235907.0,236403.0,236915.0,237410.0,237922.0,238434.0,238897.0,239409.0,239904.0,240416.0,240912.0
61043,44,19151,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,175948.0,176373.0,176844.0,177299.0,177770.0,178226.0,178697.0,179167.0,179623.0,180094.0,180549.0,181020.0,181491.0,181931.0,182402.0,182858.0,183329.0,183784.0,184255.0,184726.0,185181.0,185652.0,186108.0,186579.0,187049.0,187475.0,187945.0,188401.0,188872.0,189327.0,189798.0,190269.0,190725.0,191195.0,191651.0,192122.0,192593.0,193018.0,193489.0,193944.0,194415.0,194871.0,195341.0,195812.0,196268.0,196739.0,197194.0,197665.0,198136.0,198561.0,199032.0,199488.0,199958.0,200414.0,200885.0,201356.0,201811.0,202282.0,202738.0,203208.0,203679.0,204120.0,204590.0,206788.0,209058.0,211256.0,213527.0,215797.0,217995.0,220265.0,222463.0,224734.0,227004.0,229055.0,231326.0,233523.0,235794.0,237991.0,240262.0,242533.0,244730.0,247001.0,249198.0,251469.0,253740.0,255791.0,258061.0,258600.0,259156.0,259695.0,260251.0,260807.0,261346.0,261902.0,262440.0,262997.0,263553.0,264056.0,264612.0,265150.0,265707.0,266245.0
61044,45,19152,zip,Pennsylvania,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,140142.0,140481.0,140856.0,141219.0,141594.0,141956.0,142331.0,142706.0,143069.0,143444.0,143807.0,144182.0,144557.0,144908.0,145283.0,145646.0,146021.0,146384.0,146759.0,147134.0,147497.0,147872.0,148235.0,148610.0,148984.0,149323.0,149698.0,150061.0,150436.0,150799.0,151174.0,151549.0,151912.0,152287.0,152650.0,153025.0,153400.0,153738.0,154113.0,154476.0,154851.0,155214.0,155589.0,155964.0,156327.0,156702.0,157065.0,157440.0,157815.0,158154.0,158529.0,158891.0,159266.0,159629.0,160004.0,160379.0,160742.0,161117.0,161480.0,161855.0,162230.0,162581.0,162956.0,164996.0,167104.0,169144.0,171252.0,173360.0,175400.0,177508.0,179548.0,181656.0,183764.0,185668.0,187777.0,189817.0,191925.0,193965.0,196073.0,198181.0,200221.0,202329.0,204369.0,206477.0,208585.0,210489.0,212597.0,213026.0,213469.0,213898.0,214341.0,214784.0,215213.0,215656.0,216085.0,216528.0,216971.0,217372.0,217815.0,218244.0,218687.0,219115.0
